Odom Reading 1 (Previous),Odom Reading 1 (Update),Odom Reading 2 (Previous),Odom Reading 2 (Update),Odom Reading 3 (Previous),Odom Reading 3 (Update),Odom Reading 4 (Previous),Odom Reading 4 (Update)
109205,126441,45621,74234,,,105967,112325
51817,66436,,,,,,
38266,73541,,,,,,
138931,185352,57204,73984,,,,
10000,48515,,,,,,
172838,184924,,,,,,
180000,195350,9792,40000,,,,
5349,24093,79319,122179,,,,
3000,43197,,,,,,
65586,87547,113408,117248,,,,
328,45005,13,5123,1712,6972,,
14,14178,,,,,,
58604,81061,,,,,,
58245,105468,,,,,94103,112686
56942,84746,,,,,,
52343,89854,101228,149886,,,,
32739,35160,,,,,,
97145,112508,,,,,,
93118,136589,8929,43434,,,,
72014,82277,,,,,,
83596,89233,,,,,,
35043,51929,,,,,,
82372,107331,,,,,,
3456,7440,15718,36309,,,,
94240,135294,,,,,,
46597,61392,,,,,,
2741,22242,97464,123511,,,,
33650,81671,,,,,,
38456,48327,,,,,,
54087,64182,63833,84510,,,,
160000,166358,40000,51221,,,,
55254,55464,,,,,,
47342,64847,,,,,,
44013,86174,,,,,,
4879,31093,,,596,46550,,
7810,42474,,,,,,
42357,60746,,,,,,
57502,77925,,,,,,
10849,22980,,,,,,
68193,100784,,,,,,
63243,75222,,,,,,
0,15015,0,25143,,,,
77031,124947,193914,223575,,,,
18526,47446,,,169027,196415,,
6381,29288,,,15,155,,
100000,144263,,,,,,
61604,98465,46509,58251,,,,
87366,123743,5485,27745,,,,
45400,56529,,,,,,
201914,239286,6692,17867,,,,
115397,148733,,,,,,
107482,113136,17893,37722,,,,
49515,74072,,,,,,
2524,42022,,,,,,
102000,129436,,,,,26600,33921
73863,117105,,,,,,
65005,108090,47633,59009,128954,171858,,
24323,44371,,,,,,
23554,28340,,,,,,
35574,56009,,,,,,
34143,66521,120004,169075,,,,
43500,81390,76200,100196,,,,
64000,108140,,,,,,
80657,92851,,,,,156086,198776
49404,58156,29982,77617,,,,
81416,108489,19900,66940,,,,
152120,173160,,,,,,
86571,107699,73546,116673,,,,
32685,60680,,,,,,
42347,77485,92889,120437,,,,
32429,76407,89858,91508,,,,
24856,60917,100922,134447,,,,
72690,109673,159185,172317,,,,
76201,123872,,,,,,
73326,105797,,,,,,
17105,27028,70381,92027,,,,
134501,180466,33372,77956,,,,
42609,72561,,,,,,
39000,53083,81600,82645,,,,
111932,152065,190000,211766,,,,
68000,84998,,,,,,
1989,51913,,,,,,
83007,121982,88378,120902,,,,
66981,81063,8002,9897,,,,
182548,186928,,,,,,
86025,97378,80857,82334,,,,
17184,51416,,,,,,
158680,199037,489,20706,,,74184,93727
9000,17235,,,,,,
26870,67244,117036,121157,,,,
71592,92506,,,,,,
71932,106981,,,103600,149645,,
29622,41093,,,,,,
268,26969,,,39301,42750,,
6082,35319,,,,,,
1417,24297,,,,,,
33759,77379,27130,44529,,,,
259,36191,,,,,,
46223,52681,,,,,,
159474,169980,,,,,,
100117,132366,,,,,,
79115,125276,42945,56276,39364,63801,,
153000,158195,,,,,,
208000,237959,,,,,,
41772,78118,,,124690,141110,,
92685,140095,14000,17444,107000,145323,,
185244,229637,60000,92164,,,,
208819,242500,160367,203302,,,,
230571,231762,100680,121394,,,,
116222,144842,,,,,,
19266,34012,107,37160,,,,
35606,43569,13562,27150,,,,
52098,69853,,,,,,
38000,60149,,,,,,
80500,84470,,,,,,
49803,97767,,,,,,
77266,120154,163865,171455,,,,
115720,127955,,,,,,
9887,13489,,,,,,
106710,139699,12413,52193,,,,
80356,127679,,,,,,
63541,97230,,,,,,
24617,48948,,,,,,
24862,33618,84000,104069,5006,27763,,
63316,108135,33023,73261,87530,122984,,
2568,26600,,,,,,
9286,54359,,,,,,
94944,133128,,,,,,
140015,167096,,,,,,
72000,116450,74920,116926,,,,
116774,120091,,,,,,
226197,237379,20908,37861,,,,
192,24537,23500,50469,,,,
180923,206621,10086,36858,,,,
31500,39180,211,5526,,,,
43334,46644,55159,104674,,,,
50857,53542,56888,103547,,,,
188400,228880,,,,,,
89739,105857,,,,,,
95566,100160,78883,101199,,,,
24991,31733,,,,,,
7467,22445,35857,36118,,,,
63295,74370,,,,,,
37487,71617,,,,,,
75904,99705,,,,,,
18222,50958,90024,113065,,,,
44391,77553,12613,55980,,,,
11271,33299,,,,,,
135560,166557,,,,,,
56678,84877,52680,95336,,,,
9677,18014,,,,,,
71753,89828,86299,101950,,,,
122920,130470,,,,,,
113204,145897,,,,,,
227902,268291,,,,,,
60000,105970,,,,,,
19254,66917,70849,90648,,,,
138045,149292,73447,121816,,,,
28154,57950,,,,,,
76110,89571,,,,,,
13195,21710,7100,16308,,,,
155106,188903,,,,,,
13776,33980,92815,121344,,,,
5073,37955,33217,43594,,,,
129311,156988,,,,,,
50055,71225,65027,95726,,,,
13273,14553,,,,,,
122328,152179,83678,133346,,,,
1080,2421,,,,,,
24333,50239,,,,,,
79232,102694,,,97434,125809,,
93430,110048,110432,136293,,,,
2045,50950,69482,108238,,,,
66569,101678,,,75316,124411,,
937,11134,157490,198452,,,,
149808,199238,,,,,,
57640,66533,123666,128941,16469,47127,90026,122632
7284,28154,40800,85077,,,,
126741,154575,,,,,,
13690,57846,,,9070,25521,,
110206,110915,,,76813,107442,,
156000,156788,0,36296,,,,
68222,81260,59256,62286,,,,
61637,96918,,,,,,
52045,98459,,,,,,
46666,53766,104625,138814,,,,
30000,36512,,,,,,
74117,112254,31519,74431,,,,
17000,42043,,,,,,
194471,211155,82974,99472,,,,
2849,33069,,,,,,
86883,97550,,,71635,89102,,
25001,37078,,,,,,
149000,157975,100000,130006,,,,
69000,71447,,,,,,
162,5026,3371,13482,123297,149013,,
58488,96405,60579,73364,29861,48019,,
69879,112911,,,,,,
113290,125765,57050,94851,,,,
18199,22001,45437,47644,,,,
66135,68133,,,,,,
67100,68406,,,,,,
1070,3300,,,35725,77328,,
113879,151254,,,,,,
46176,73780,,,,,,
7011,40005,163519,164008,,,,
45094,45343,,,,,,
50,40902,2901,23077,,,,
254824,267542,15923,28152,,,,
85887,116118,97706,129457,,,,
128505,129551,,,,,,
946,30655,,,,,,
25,44936,,,0,2871,,
142000,185721,190000,239395,,,,
156000,179819,,,,,,
48248,83464,,,,,,
32300,37190,17500,64100,,,,
71993,78864,,,,,,
147558,181944,,,,,,
56724,71662,,,,,,
31846,35469,,,,,,
2000,35180,130005,135290,,,,
24712,65730,26579,47044,103500,107643,,
183155,202134,67875,107495,,,,
23659,73164,,,6933,17844,,
45529,70478,,,,,,
40686,54328,98739,101088,,,,
138672,161424,,,,,,
50579,68764,,,,,,
40000,79035,32000,77202,,,,
12598,26400,25609,64810,,,,
140000,184101,,,,,,
87055,134001,,,,,,
48178,74480,,,,,,
91097,136411,31172,74297,,,,
112901,160922,,,,,,
32789,64674,0,30157,,,,
45629,82601,,,,,,
26375,71416,,,,,,
35841,76602,,,,,,
44700,78880,43600,78985,37201,85645,,
75955,91503,,,,,,
72820,91691,,,,,,
190588,192558,1330,34727,,,,
100137,136065,65020,75304,,,,
130000,155673,184000,184094,,,,
25203,30441,47000,88440,,,,
54992,60717,,,,,,
20000,48786,,,,,,
57443,104196,,,6048,7265,,
80323,104405,,,,,,
100022,136189,,,100000,124294,,
167313,204727,59595,107545,,,,
102583,144049,98470,119290,,,,
30055,60856,580,24545,,,,
96538,135694,,,,,,
176955,177360,,,5262,52656,,
7048,47986,,,18556,41467,,
49321,81681,,,,,,
10987,33356,38893,50497,2574,13953,,
133106,179057,,,,,,
24464,42655,,,,,,
91847,94043,,,,,,
105666,129414,34343,39177,,,,
83939,84892,,,,,,
64949,67717,,,,,,
22834,39964,24286,46367,,,,
110813,119132,,,76791,100884,,
38211,39056,100000,103345,,,,
5564,35221,56157,72093,,,,
35399,83514,,,,,,
42696,88937,73938,92055,,,,
81065,125583,54484,79119,,,,
93981,122305,78636,97761,,,,
80200,113315,70048,89836,,,,
313,38855,,,,,,
14176,18063,,,599,11950,,
39632,78996,89416,139327,,,,
54462,82090,,,,,,
13452,37557,97582,102211,,,,
45100,48691,,,,,,
50,9109,,,,,,
220000,233250,,,,,,
70970,89912,117326,159069,139280,146976,,
179775,226473,77637,100560,,,3500,41269
80089,109937,55623,104058,,,,
56970,68433,,,,,,
26719,37098,,,,,,
135719,166748,,,,,,
19955,37369,,,,,,
22049,40233,,,,,,
22853,36375,,,,,,
74081,86107,162325,205301,,,,
65514,103459,,,,,,
83236,130431,,,,,,
34066,75742,,,,,,
52894,97070,122964,153738,,,,
195299,225138,,,,,,
85,22279,,,,,,
536,2694,6270,24883,,,,
24122,34162,,,130829,175318,,
1090,19182,,,,,,
65000,104656,,,,,,
95541,134235,86512,117498,101009,127524,,
10468,50729,30565,46822,,,,
66772,107490,,,,,,
167739,203902,19995,55271,,,,
116000,155843,94039,119166,,,,
80661,80766,,,,,,
117800,122397,,,,,,
70710,79143,116843,127890,138833,185404,,
34609,81243,44210,74558,26685,75047,,
123717,161575,,,,,,
128731,160190,77370,87215,,,,
49712,79632,71000,114473,,,,
54000,61859,98771,108672,,,,
73590,116120,,,,,,
2,705,1,18982,,,,
20000,51577,30000,33701,73454,91632,,
76911,114144,,,,,,
29627,31677,,,,,,
156902,180916,117023,141436,,,,
55171,61540,48013,57866,,,,
69302,89181,60295,72745,,,,
56750,96380,,,,,,
138610,161788,7339,47698,65419,110157,,
157364,197100,26353,75792,778,23673,,
27793,56681,25369,66190,,,,
39409,42122,,,,,,
39893,78135,,,,,,
88027,107049,84240,102700,,,,
128156,175503,24929,70084,,,,
49000,60379,,,,,,
12000,58478,68000,78789,,,,
80501,114644,,,,,,
16893,53062,,,,,,
4001,37178,,,,,,
74125,106784,,,,,,
82165,103330,,,,,,
8455,56833,,,,,,
82000,82852,,,,,,
115208,134362,10638,12154,,,,
2249,41252,,,,,,
32247,47325,,,,,,
48000,87639,,,,,,
71635,118855,,,,,,
3023,9372,,,,,,
33360,59055,,,,,,
50096,96778,,,,,,
7836,43866,,,,,,
49309,54638,76400,122873,82374,115805,,
33094,60633,,,,,,
31238,72002,,,703,48791,577,39232
976,37462,22024,39129,,,,
3299,25215,,,,,,
117979,135331,,,,,,
110036,110100,,,,,,
42883,65243,,,,,,
7000,29375,,,,,,
55973,77819,46130,68928,,,,
9025,39930,,,,,,
38695,71629,,,,,,
28000,63786,54080,68816,,,,
84000,96058,110524,128781,,,,
59,20698,97587,102295,150480,176267,,
59000,64651,116981,145789,,,,
27550,29622,,,,,,
23000,65476,,,,,,
103354,126884,54061,64908,73724,108686,,
178227,203652,69479,77689,,,,
205729,244983,215455,225779,52543,54400,,
45275,72570,,,,,,
24692,42762,,,,,,
17342,41420,172000,191273,,,,
146489,189381,,,,,,
102028,102498,,,,,,
121300,139445,,,,,,
75058,120403,,,,,,
64400,84595,54621,103421,,,,
127694,130848,122054,126140,,,,
121217,134589,,,,,,
93500,143204,83780,95292,85000,105418,,
142673,177740,,,,,,
111960,154366,,,,,,
149912,164212,202109,225135,3553,41058,,
92541,104581,,,,,,
3910,52456,45048,64971,,,,
68642,71611,,,,,,
103010,134234,,,,,,
351,12118,667,41457,,,,
20000,55888,,,,,,
15283,15486,,,,,,
39121,72019,,,,,,
126103,128383,,,,,,
168997,195149,,,,,,
10400,13198,139208,186242,,,,
23,1366,17829,30065,,,,
82563,108575,,,,,,
28209,41697,,,,,,
79971,105399,,,,,,
200000,237394,48600,80098,,,,
100639,105842,,,,,,
39467,66610,86271,90316,,,,
33382,42417,,,,,,
16817,28850,,,,,,
52731,80620,40000,73568,,,,
12050,58498,,,,,,
35063,84765,,,,,,
63710,74624,,,,,,
98500,137864,,,,,,
83520,100542,130713,148873,,,,
43319,44769,94522,112739,,,,
77283,78968,43984,85195,,,,
127623,164047,121301,150631,,,,
51618,66571,69017,79946,,,,
54912,55046,99089,117694,,,,
106040,136224,,,,,,
952,10458,,,,,,
105779,154770,,,,,,
64270,75878,162171,188128,,,,
136485,174392,7634,29287,,,,
126894,158717,,,,,,
130338,164658,41706,47408,,,,
100493,103304,,,,,,
90120,104692,,,,,,
61927,110624,130465,137641,,,,
100895,115784,,,,,,
66346,94770,,,,,,
26752,39397,,,,,,
103246,114937,,,,,,
475,38276,,,,,,
395,1709,385,49065,,,,
463090,477843,,,,,,
75747,97386,,,,,,
100100,128129,,,,,,
11,38782,10066,50702,,,,
64235,94296,,,,,,
150757,188696,,,,,,
17311,38696,,,,,,
15600,55642,86034,134710,65000,96776,,
95570,137121,272,44583,,,,
747,20733,,,,,,
83687,125034,,,,,,
58549,87650,,,,,,
342,46920,59633,62868,,,,
215898,234494,,,,,,
99000,137021,222466,250618,,,,
313,21513,,,,,,
188132,210141,12398,12780,,,,
38499,66269,,,,,,
51625,62832,1832,9887,,,,
18755,53690,134485,171659,17234,56822,,
40079,86874,,,,,,
88953,100642,,,,,,
11899,42407,42563,85001,6685,47212,,
69000,76866,,,,,,
130819,167379,51203,93681,,,,
21861,31046,,,,,,
112378,158992,,,,,,
125753,143805,,,,,,
6166,18245,,,,,,
58310,72041,11920,50667,,,,
153439,169216,,,26345,66326,,
56357,78800,,,,,,
56155,95491,110277,160238,,,,
5673,14283,,,,,,
52000,89790,,,,,,
25823,53775,,,,,,
28655,31172,38011,80132,,,,
132118,136638,104481,139765,,,,
79424,103629,,,,,,
176407,214365,,,,,,
934,37282,,,,,,
17833,42680,83268,96790,,,,
26972,29751,89077,124822,,,,
89876,109461,,,,,,
51000,93783,51522,75637,,,,
204109,229379,,,,,,
467,35820,120000,156163,,,,
1000,5689,147489,167899,,,,
6805,50513,1545,35494,,,,
33403,43535,,,,,,
36000,73278,45000,78149,,,,
108332,110568,74419,78622,,,,
118133,145071,87304,95649,,,,
15223,36638,40223,49628,,,,
51126,80445,25479,31175,,,,
48348,70125,,,,,140301,161424
172306,185816,274187,314415,,,,
37408,53484,79824,118394,415,15366,,
124427,136784,,,,,,
141494,164166,55629,74527,,,,
100096,101412,,,,,,
120560,147405,,,,,,
22648,59883,,,,,,
87960,129923,,,,,,
3850,26288,160000,187099,,,,
621,14138,,,,,,
56000,102967,,,,,,
87798,117130,,,,,,
30245,73238,,,55630,94974,,
60016,98485,,,,,,
69980,76994,31240,46178,,,,
73436,85618,,,,,,
60000,101924,27400,49266,,,,
78068,81297,95520,139341,,,,
13799,56288,,,,,,
7083,33678,145236,186740,,,,
195511,232748,110553,122274,,,,
103954,123149,102087,125867,,,,
89045,110959,,,,,,
38865,84662,50024,94835,,,,
96484,143678,75718,85755,,,,
106208,146728,,,,,,
74657,78005,,,,,,
50,628,60998,62753,,,,
90752,131187,,,,,,
134657,145092,,,0,14865,,
150,20438,,,,,,
90600,98957,,,,,,
150000,178518,100000,115462,,,,
126651,153778,,,,,,
111000,140662,,,,,,
17098,33513,227168,233297,,,,
77364,94055,,,,,,
72230,80255,,,,,,
43805,89455,60027,65419,,,,
30784,67708,5486,23815,,,,
83481,126791,,,253868,280908,,
78061,110114,,,,,,
121860,167616,227277,262351,,,,
135910,172510,44216,56154,,,,
102143,120042,,,,,,
107314,113529,,,,,,
61458,79370,,,,,,
50444,61184,130525,150763,,,,
70148,71205,92534,131244,,,,
75334,116846,,,,,,
493,31797,,,,,,
192723,225670,60470,98007,,,,
56292,88157,,,,,,
134000,175268,,,59000,84984,,
52576,93565,50458,67353,,,,
86865,135432,,,,,,
18267,32149,96302,122242,,,,
23960,31281,,,,,,
61781,89578,,,,,,
38604,85277,,,,,,
50926,83168,,,,,,
66559,83698,,,,,,
71753,110163,40368,58332,,,,
22000,50081,70000,113802,,,,
85104,92378,53129,75016,,,,
60259,84596,,,,,,
170,27057,10978,18657,,,,
4200,35807,,,,,,
48000,73246,89000,108524,,,,
43868,43977,42400,65669,,,,
15575,33396,,,,,,
65964,99536,,,71062,116428,,
5810,24930,5623,10741,,,,
56560,76923,,,15263,21541,,
131712,175494,72532,114415,,,,
6442,22811,,,,,,
187572,204973,48144,67921,,,,
64945,79348,,,,,,
126000,158933,111111,159713,,,,
70000,75998,,,,,,
28000,63416,,,,,,
187378,197134,,,,,,
17099,58155,126204,149826,,,,
84533,100186,,,,,,
146368,195462,,,,,,
74954,90678,,,,,,
90000,114334,,,,,12000,54297
35000,69272,,,,,,
45951,52605,7766,9493,,,,
179549,192017,,,,,,
8733,54251,66,37966,,,,
80022,80860,,,,,,
114000,159201,109000,141556,,,,
98087,126349,,,,,,
92117,140939,,,,,,
83607,97755,87060,110721,,,,
58743,82834,,,,,,
120000,139513,74000,97966,,,,
138641,181907,,,,,,
85379,102166,,,,,,
116821,130554,7714,35648,,,,
164371,175105,,,,,,
30888,43882,56635,65070,,,,
102295,121675,,,,,,
62235,88380,,,,,,
71848,112979,,,,,,
42731,60958,,,,,,
53922,80655,54346,82649,,,,
16000,29531,54500,67236,,,,
66028,82699,,,96640,128420,,
54569,84704,,,,,,
50600,64435,7,11363,188350,224641,,
52652,86349,,,,,,
9237,46702,,,,,,
5102,15087,,,,,,
48973,54623,159621,206892,,,,
20,31609,,,,,,
356,21982,,,,,,
262590,306461,,,11707,45990,,
4298,27690,,,,,,
114457,145112,,,,,,
34118,83064,21776,44987,,,,
100000,135562,108500,112768,,,,
2404,45931,,,,,,
50478,82788,26896,59388,,,28849,70307
52496,88294,,,,,,
44288,87801,16319,41714,,,,
79584,118344,149726,184008,,,,
39600,52061,,,28693,74222,,
3257,9699,,,,,,
15500,25946,,,5,46270,,
45252,71210,,,47805,61124,,
80372,103581,30058,70875,,,,
152424,172130,,,,,,
91746,94290,,,,,,
23473,63236,21363,47367,,,,
207560,208237,,,,,,
56775,98505,108308,131600,,,,
154277,204259,,,,,,
153900,196091,,,,,,
87920,124399,,,,,,
80559,93597,,,,,,
71099,106827,,,,,,
46696,59797,,,,,,
44000,45076,,,,,,
139487,143507,,,,,,
52744,102250,968,26285,2945,32407,,
31954,41390,,,,,,
117425,137180,,,6463,53982,,
97001,102826,,,11,43872,,
161433,210959,,,,,,
71623,72143,,,,,,
90766,134851,,,,,,
31733,54289,,,,,,
30970,54485,,,,,,
28937,76628,,,,,,
43796,47747,,,,,,
94051,103912,,,,,107332,114545
169890,212294,109577,110179,,,,
810,22402,,,,,,
93108,113522,,,,,107000,150107
17322,51445,,,,,,
140000,140245,,,,,,
82182,99305,,,977,30314,,
88256,90594,,,16500,29786,,
72785,94653,,,,,,
0,36070,,,,,,
105487,142881,100423,127713,,,,
95000,95607,40,1298,,,,
251,12303,,,,,,
110307,127273,,,,,,
20742,21992,,,,,,
299,29769,,,,,,
93132,106466,,,,,,
33896,48753,120000,129332,,,,
0,38528,0,8997,,,,
19462,66764,32797,69484,,,,
153935,181962,,,,,,
50200,51568,,,,,,
55279,82731,,,,,,
41446,55747,,,,,,
94000,126521,73000,79334,,,110000,118810
98354,109177,1259,50880,,,,
16601,17160,80079,97974,,,,
63168,68504,,,,,,
19666,39764,,,,,,
72000,101652,,,,,,
13,8018,112,17017,,,,
19976,61185,,,,,,
5725,47990,,,1535,8754,,
102579,150656,62508,82776,157884,203260,,
69105,72476,,,,,,
60290,104158,80000,123331,,,,
126576,173577,152876,175577,139153,154843,,
39187,60181,,,,,,
687,33083,36788,69270,,,,
161345,171831,,,,,,
69925,79655,93414,112871,90263,130455,,
196930,217448,,,,,,
144428,148404,125183,160838,138210,167877,,
70558,71079,,,,,,
102647,143457,,,,,,
146474,178151,,,,,,
121043,131570,,,,,,
26500,71831,,,2900,44831,,
23208,36307,,,,,,
203,46338,,,,,,
81258,92174,,,,,,
22604,69509,,,23076,51340,,
22676,25845,,,,,,
80834,113103,,,,,150760,177722
112000,158193,,,142900,153149,,
34631,49478,32959,68154,,,,
103471,117251,,,,,,
179820,180508,197228,209212,158073,197507,,
17779,53819,89486,124400,,,,
26093,49557,,,,,,
149251,161475,,,,,,
72787,87205,25844,42772,,,,
19863,63824,,,,,,
166410,175938,,,,,,
115193,142446,,,,,,
135048,169679,,,,,,
45994,50995,,,,,,
105462,134088,,,,,,
8536,11357,57836,72251,61410,108760,,
113741,125004,139552,147496,,,,
51638,83681,,,,,,
108091,134314,12961,61327,58821,92491,,
39287,78789,93761,127835,,,,
44145,68972,,,,,,
76911,93281,11681,18426,,,,
200,5728,,,35000,36571,,
94270,95938,117289,142482,,,,
100955,137431,,,,,,
112685,136518,,,,,,
32506,52673,131810,178637,200000,246935,,
60000,69316,,,,,,
55402,66271,2700,52047,,,,
28782,63260,27062,53103,,,,
5324,47466,127612,176340,,,,
54712,75083,43552,62860,,,,
46000,47466,,,,,,
38890,69960,,,,,,
58483,91130,,,,,,
118393,166462,,,,,,
61647,109335,44343,78633,,,,
62689,89496,,,,,,
70984,98065,99249,142179,,,,
72504,99093,,,,,,
50006,60699,,,,,,
172792,201930,223239,230767,,,,
115000,123360,90000,135196,90000,109440,,
2250,47722,,,,,,
81377,96879,60481,76944,,,,
25144,45392,,,,,,
328981,363032,,,,,,
35409,40425,,,,,,
151111,167524,130668,151291,,,,
181,11736,24000,43201,,,,
48838,62047,51788,60182,,,,
45000,45585,,,,,,
7240,11774,,,,,,
26616,70690,133059,150663,,,,
63524,77835,86996,98127,,,,
34114,56774,64000,94877,34000,50416,98885,146267
71789,87134,122721,159505,,,,
23149,57409,76294,93928,4287,6589,,
30272,35887,,,51430,90591,,
72306,112358,,,,,7970,9891
59010,87722,244078,278792,,,,
77224,112470,70514,113723,,,,
40816,46349,34712,36595,,,,
87479,87751,,,,,,
65015,100042,,,,,,
30473,38562,159083,173282,,,,
33535,60978,936,3250,,,,
10645,44383,52057,69857,,,,
10,16865,,,,,,
128640,144446,,,,,,
53600,100278,43000,46765,,,,
47150,49676,21027,52017,52902,101518,,
54000,60288,0,36558,,,,
87977,135367,68121,97700,,,,
43987,74220,,,,,,
42111,53300,33856,58167,,,,
4600,40766,,,,,,
15590,60967,190232,225697,,,,
54000,89729,,,,,,
71000,120445,38000,39066,,,,
23448,66793,,,,,,
26135,41166,,,,,,
69366,75287,10710,56206,,,,
103506,132148,,,,,,
45480,69969,,,,,,
20830,37657,,,,,,
15206,55026,,,,,,
8965,10011,24577,36131,,,,
61559,104144,8399,48846,,,152279,189645
65000,84608,35000,39282,,,,
67579,80962,,,,,,
20893,36446,,,,,,
206901,237007,134188,177102,,,,
27520,30939,,,135638,170729,,
113966,162738,,,,,,
25,17921,,,,,,
70288,108824,,,,,,
60229,81183,,,,,,
115252,154022,,,45725,64082,,
27737,60404,76924,88622,,,,
150868,180622,,,,,,
11999,18983,,,25355,38268,,
9637,12367,,,,,,
65051,90252,519,8215,889,31391,,
12,42,130000,139913,,,,
9500,24264,,,,,,
35802,80667,,,,,,
94154,122761,,,,,,
4700,16298,51671,83670,,,,
10857,39928,7817,45772,,,,
5797,43118,80268,94674,,,,
17335,63645,,,,,,
148818,196899,,,,,,
9708,33330,80498,126582,,,,
37777,51871,533,34485,,,,
32649,38363,15550,36112,,,,
130906,151770,65330,97443,,,,
44,41975,,,,,,
515,38924,,,,,,
149216,163605,,,,,,
22780,49359,,,,,,
171977,206326,,,,,,
66000,95367,,,,,,
1400,49328,136854,169829,,,,
83769,108439,,,,,,
